number,housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
17872,18.0,2514.0,578.0,3.3859,158000.0,<1H OCEAN
17873,17.0,127.0,28.0,4.5179,112500.0,<1H OCEAN
17874,24.0,3217.0,689.0,3.4896,226700.0,<1H OCEAN
17875,35.0,1845.0,325.0,5.3912,235300.0,<1H OCEAN
17876,25.0,3495.0,834.0,4.8145,230700.0,<1H OCEAN
17877,33.0,2015.0,484.0,4.0655,226800.0,<1H OCEAN
17878,14.0,4841.0,1130.0,3.7614,137500.0,<1H OCEAN
17879,17.0,5121.0,1017.0,2.9706,81300.0,<1H OCEAN
17880,17.0,4324.0,854.0,3.6619,232400.0,<1H OCEAN
17881,35.0,1542.0,298.0,5.9145,236900.0,<1H OCEAN
17882,24.0,1297.0,297.0,3.1439,47500.0,<1H OCEAN
17883,33.0,2154.0,405.0,5.7962,229800.0,<1H OCEAN
17884,17.0,3208.0,617.0,5.2937,238000.0,<1H OCEAN
17885,17.0,2937.0,558.0,5.8792,255500.0,<1H OCEAN
17886,20.0,1032.0,229.0,4.5062,219300.0,<1H OCEAN
17887,24.0,5230.0,934.0,5.4228,264100.0,<1H OCEAN
17888,22.0,765.0,198.0,3.1812,87500.0,<1H OCEAN
17889,13.0,2164.0,412.0,4.7625,137500.0,<1H OCEAN
17890,16.0,3936.0,788.0,4.7049,112500.0,<1H OCEAN
17891,34.0,148.0,28.0,3.375,67500.0,<1H OCEAN
17892,42.0,3224.0,708.0,3.2153,199700.0,<1H OCEAN
17893,42.0,198.0,32.0,3.1563,137500.0,<1H OCEAN
17894,39.0,446.0,129.0,3.0357,208300.0,<1H OCEAN
17895,27.0,3236.0,832.0,3.5625,208600.0,<1H OCEAN
17896,25.0,3472.0,956.0,2.7727,235600.0,<1H OCEAN
17897,36.0,1823.0,410.0,3.1065,234100.0,<1H OCEAN
17898,48.0,2068.0,495.0,3.0375,218500.0,<1H OCEAN
17899,36.0,1651.0,344.0,4.575,215400.0,<1H OCEAN
17900,32.0,1199.0,229.0,4.6719,252100.0,<1H OCEAN
17901,35.0,995.0,202.0,5.0942,217500.0,<1H OCEAN
17902,27.0,1797.0,538.0,4.2422,237500.0,<1H OCEAN
17903,24.0,4841.0,894.0,6.0573,254500.0,<1H OCEAN
17904,34.0,884.0,153.0,6.0116,271200.0,<1H OCEAN
17905,35.0,1880.0,370.0,4.2273,269900.0,<1H OCEAN
17906,16.0,5040.0,1325.0,4.2837,264500.0,<1H OCEAN
17907,33.0,2581.0,623.0,3.5199,261400.0,<1H OCEAN
17908,36.0,815.0,126.0,6.3191,258300.0,<1H OCEAN
17909,36.0,765.0,134.0,4.575,247600.0,<1H OCEAN
17910,34.0,1735.0,318.0,4.5625,242700.0,<1H OCEAN
17911,33.0,1582.0,272.0,5.7059,287200.0,<1H OCEAN
17912,35.0,1293.0,223.0,7.8543,281900.0,<1H OCEAN
17913,29.0,1440.0,267.0,5.0866,254600.0,<1H OCEAN
17914,32.0,1754.0,324.0,4.6761,298300.0,<1H OCEAN
17915,33.0,2321.0,480.0,4.9091,270300.0,<1H OCEAN
17916,33.0,2677.0,644.0,3.2048,261800.0,<1H OCEAN
17917,33.0,2545.0,467.0,5.5,282200.0,<1H OCEAN
17918,41.0,1150.0,249.0,3.5491,261100.0,<1H OCEAN
17919,18.0,1712.0,509.0,4.3971,238900.0,<1H OCEAN
17920,16.0,3249.0,947.0,4.5427,198400.0,<1H OCEAN
17921,25.0,1527.0,325.0,4.375,212200.0,<1H OCEAN
17922,36.0,1054.0,193.0,4.5625,240000.0,<1H OCEAN
17923,30.0,1955.0,435.0,4.6328,287100.0,<1H OCEAN
17924,33.0,3570.0,776.0,4.9562,238700.0,<1H OCEAN
17925,18.0,6649.0,1712.0,4.5368,307400.0,<1H OCEAN
17926,26.0,3637.0,933.0,3.9625,262900.0,<1H OCEAN
17927,37.0,1755.0,325.0,3.925,251300.0,<1H OCEAN
17928,33.0,3162.0,435.0,3.6682,266100.0,<1H OCEAN
17929,35.0,1249.0,232.0,3.925,287100.0,<1H OCEAN
17930,32.0,1484.0,274.0,5.2019,279900.0,<1H OCEAN
17931,36.0,832.0,211.0,3.2813,244400.0,<1H OCEAN
17932,52.0,906.0,227.0,3.1667,231600.0,<1H OCEAN
17933,18.0,1922.0,561.0,2.3713,244000.0,<1H OCEAN
17934,48.0,1246.0,294.0,3.6118,235500.0,<1H OCEAN
17935,42.0,1421.0,330.0,3.3333,237900.0,<1H OCEAN
17936,52.0,2382.0,523.0,4.2656,236100.0,<1H OCEAN
17937,42.0,2174.0,420.0,3.1429,286500.0,<1H OCEAN
17938,29.0,3377.0,853.0,3.4233,229300.0,<1H OCEAN
17939,41.0,2151.0,473.0,3.7321,250000.0,<1H OCEAN
17940,36.0,1893.0,359.0,3.6818,257600.0,<1H OCEAN
17941,37.0,1822.0,329.0,4.75,251100.0,<1H OCEAN
17942,36.0,3142.0,632.0,5.0175,246100.0,<1H OCEAN
17943,25.0,5236.0,1320.0,3.1702,256100.0,<1H OCEAN
17944,31.0,1866.0,465.0,2.3547,275900.0,<1H OCEAN
17945,36.0,1683.0,286.0,4.7604,294700.0,<1H OCEAN
17946,26.0,3269.0,788.0,4.2136,288300.0,<1H OCEAN
17947,35.0,2294.0,411.0,4.0667,276900.0,<1H OCEAN
17948,42.0,2001.0,402.0,4.4453,255400.0,<1H OCEAN
17949,36.0,844.0,153.0,5.791,254100.0,<1H OCEAN
17950,18.0,4438.0,939.0,5.3873,288300.0,<1H OCEAN
17951,34.0,1461.0,299.0,3.4375,252600.0,<1H OCEAN
17952,37.0,663.0,127.0,3.7813,247800.0,<1H OCEAN
17953,30.0,2645.0,462.0,6.3716,330500.0,<1H OCEAN
17954,30.0,3742.0,633.0,6.1388,302400.0,<1H OCEAN
17955,27.0,3353.0,653.0,5.273,315600.0,<1H OCEAN
17956,21.0,8275.0,1566.0,5.1506,302100.0,<1H OCEAN
17957,25.0,3223.0,612.0,5.121,287600.0,<1H OCEAN
17958,35.0,1907.0,326.0,5.9567,294300.0,<1H OCEAN
17959,35.0,1802.0,291.0,4.8365,313900.0,<1H OCEAN
17960,33.0,2023.0,425.0,3.9417,285800.0,<1H OCEAN
17961,28.0,3840.0,629.0,6.4095,335900.0,<1H OCEAN
17962,28.0,4863.0,901.0,5.1483,342000.0,<1H OCEAN
17963,28.0,5096.0,1011.0,5.357,355200.0,<1H OCEAN
17964,17.0,9789.0,2552.0,4.2531,279800.0,<1H OCEAN
17965,29.0,4461.0,864.0,4.7083,217700.0,<1H OCEAN
17966,32.0,2248.0,460.0,5.606,288900.0,<1H OCEAN
17967,34.0,2034.0,359.0,5.8127,288300.0,<1H OCEAN
17968,26.0,3285.0,502.0,5.7833,339600.0,<1H OCEAN
17969,19.0,4620.0,1404.0,3.699,237500.0,<1H OCEAN
17970,11.0,1711.0,493.0,3.73,227700.0,<1H OCEAN
17971,39.0,1164.0,199.0,4.6304,263200.0,<1H OCEAN
17972,20.0,1145.0,198.0,3.1103,281900.0,<1H OCEAN
17973,27.0,4140.0,435.0,3.6292,264600.0,<1H OCEAN
17974,26.0,4310.0,678.0,7.0469,365500.0,<1H OCEAN
17975,31.0,3890.0,711.0,5.2534,290900.0,<1H OCEAN
17976,21.0,7628.0,2166.0,3.6401,267500.0,<1H OCEAN
17977,25.0,5775.0,1225.0,3.9187,314900.0,<1H OCEAN
17978,25.0,5463.0,1351.0,3.0079,277300.0,<1H OCEAN
17979,33.0,726.0,168.0,3.1458,270500.0,<1H OCEAN
17980,30.0,4238.0,1010.0,3.7632,307000.0,<1H OCEAN
17981,27.0,2462.0,570.0,3.5652,329500.0,<1H OCEAN
17982,30.0,1758.0,248.0,6.6229999999999976,332500.0,<1H OCEAN
17983,21.0,4193.0,1068.0,3.7188,293000.0,<1H OCEAN
17984,25.0,1455.0,370.0,3.2727,262500.0,<1H OCEAN
17985,25.0,5641.0,1517.0,3.3958,267500.0,<1H OCEAN
17986,20.0,4228.0,1006.0,4.3081,227300.0,<1H OCEAN
17987,22.0,2593.0,637.0,3.75,212500.0,<1H OCEAN
17988,20.0,710.0,188.0,4.0962,214100.0,<1H OCEAN
17989,17.0,1330.0,271.0,1.7171,181300.0,<1H OCEAN
17990,52.0,777.0,148.0,4.0208,262500.0,<1H OCEAN
17991,9.0,1503.0,381.0,4.6371,234300.0,<1H OCEAN
17992,30.0,3734.0,813.0,3.4505,260000.0,<1H OCEAN
17993,19.0,7027.0,1847.0,3.1509,242900.0,<1H OCEAN
17994,30.0,3404.0,693.0,4.6312,283200.0,<1H OCEAN
17995,33.0,2120.0,349.0,7.5443,283000.0,<1H OCEAN
17996,31.0,2750.0,664.0,3.2287,264900.0,<1H OCEAN
17997,33.0,1940.0,327.0,5.4386,280400.0,<1H OCEAN
17998,25.0,4707.0,695.0,6.6437,296100.0,<1H OCEAN
17999,27.0,2427.0,403.0,5.0385,277300.0,<1H OCEAN
18000,26.0,1182.0,309.0,3.3922,269100.0,<1H OCEAN
18001,28.0,3688.0,633.0,5.7251,272600.0,<1H OCEAN
18002,27.0,3526.0,589.0,5.7812,275000.0,<1H OCEAN
18003,27.0,2937.0,497.0,5.4051,273500.0,<1H OCEAN
18004,32.0,2930.0,481.0,6.4631,344100.0,<1H OCEAN
18005,23.0,4040.0,843.0,4.0403,303400.0,<1H OCEAN
18006,31.0,3340.0,735.0,4.8542,275000.0,<1H OCEAN
18007,24.0,1240.0,263.0,5.0,283000.0,<1H OCEAN
18008,25.0,4096.0,743.0,5.3294,300300.0,<1H OCEAN
18009,29.0,2721.0,682.0,3.3369999999999997,265300.0,<1H OCEAN
18010,17.0,1527.0,267.0,5.9658,278000.0,<1H OCEAN
18011,29.0,3075.0,564.0,5.2528,269400.0,<1H OCEAN
18012,29.0,2658.0,484.0,5.3561,298900.0,<1H OCEAN
18013,28.0,5018.0,1066.0,4.0174,273900.0,<1H OCEAN
18014,22.0,6114.0,1211.0,5.2533,269100.0,<1H OCEAN
18015,31.0,3347.0,589.0,5.5151,286800.0,<1H OCEAN
18016,19.0,2174.0,454.0,4.6827,255100.0,<1H OCEAN
18017,22.0,1408.0,351.0,1.8542,333300.0,<1H OCEAN
18018,30.0,3298.0,634.0,5.0863,332000.0,<1H OCEAN
18019,37.0,3109.0,541.0,6.0235,413500.0,<1H OCEAN
18020,32.0,1382.0,239.0,6.0957,405400.0,<1H OCEAN
18021,26.0,3032.0,605.0,5.4683,430900.0,<1H OCEAN
18022,35.0,1018.0,169.0,6.1648,371900.0,<1H OCEAN
18023,34.0,2906.0,544.0,5.5127,268200.0,<1H OCEAN
18024,36.0,1089.0,182.0,4.69,252600.0,<1H OCEAN
18025,21.0,1354.0,289.0,4.5333,234200.0,<1H OCEAN
18026,34.0,2231.0,360.0,4.7917,243200.0,<1H OCEAN
18027,32.0,1555.0,287.0,6.0358,260100.0,<1H OCEAN
18028,35.0,1484.0,244.0,4.675,245300.0,<1H OCEAN
18029,24.0,5046.0,1001.0,4.7118,274600.0,<1H OCEAN
18030,30.0,2327.0,419.0,4.7279,272000.0,<1H OCEAN
18031,26.0,6777.0,1051.0,6.3663,279400.0,<1H OCEAN
18032,19.0,1741.0,294.0,5.5944,290500.0,<1H OCEAN
18033,26.0,2561.0,388.0,7.3522,363800.0,<1H OCEAN
18034,26.0,2574.0,414.0,6.0738,335900.0,<1H OCEAN
18035,27.0,1265.0,216.0,5.3911,281200.0,<1H OCEAN
18036,22.0,2614.0,453.0,6.0712,271800.0,<1H OCEAN
18037,27.0,4866.0,668.0,7.3843,405000.0,<1H OCEAN
18038,21.0,4872.0,594.0,9.3834,500001.0,<1H OCEAN
18039,36.0,4423.0,632.0,7.8407,476400.0,<1H OCEAN
18040,22.0,2781.0,523.0,4.6065,445900.0,<1H OCEAN
18041,46.0,10088.0,1910.0,5.2321,500001.0,<1H OCEAN
18042,35.0,4709.0,723.0,8.492,500001.0,<1H OCEAN
18043,20.0,2345.0,322.0,10.0187,500001.0,<1H OCEAN
18044,35.0,2553.0,533.0,4.4063,436100.0,<1H OCEAN
18045,33.0,3585.0,935.0,3.1176,396300.0,<1H OCEAN
18046,29.0,3191.0,430.0,9.0704,500001.0,<1H OCEAN
18047,19.0,1858.0,359.0,4.5156,339300.0,<1H OCEAN
18048,32.0,2892.0,496.0,6.131,367800.0,<1H OCEAN
18049,27.0,2331.0,461.0,4.6654,340700.0,<1H OCEAN
18050,21.0,1214.0,192.0,7.598,347800.0,<1H OCEAN
18051,17.0,4034.0,611.0,8.2069,442500.0,<1H OCEAN
18052,19.0,755.0,93.0,15.0,500001.0,<1H OCEAN
18053,25.0,1743.0,212.0,10.7582,500001.0,<1H OCEAN
18054,21.0,2775.0,389.0,7.9135,496400.0,<1H OCEAN
18055,22.0,4240.0,532.0,11.2463,500001.0,<1H OCEAN
18056,35.0,3574.0,485.0,8.5425,500001.0,<1H OCEAN
18057,33.0,1664.0,271.0,5.7876,415800.0,<1H OCEAN
18058,27.0,3340.0,451.0,8.8178,500001.0,<1H OCEAN
18059,24.0,2411.0,299.0,10.2666,500001.0,<1H OCEAN
18060,34.0,1764.0,243.0,8.0331,500001.0,<1H OCEAN
18061,31.0,1574.0,193.0,10.2311,500001.0,<1H OCEAN
18062,29.0,2718.0,365.0,7.9234,500001.0,<1H OCEAN
18063,14.0,2561.0,404.0,7.6107,500001.0,<1H OCEAN
18064,34.0,2892.0,413.0,7.8711,500001.0,<1H OCEAN
18065,24.0,1521.0,209.0,11.1557,500001.0,<1H OCEAN
18066,28.0,2796.0,365.0,10.6834,500001.0,<1H OCEAN
18067,22.0,3118.0,438.0,10.3653,500001.0,<1H OCEAN
18068,18.0,2550.0,312.0,8.7939,500001.0,<1H OCEAN
18069,25.0,3845.0,492.0,10.3979,500001.0,<1H OCEAN
18070,31.0,3136.0,431.0,7.5,500001.0,<1H OCEAN
18071,22.0,2038.0,260.0,9.1569,500001.0,<1H OCEAN
18072,35.0,3133.0,541.0,5.7295,346100.0,<1H OCEAN
18073,33.0,2170.0,311.0,8.3605,500001.0,<1H OCEAN
18074,32.0,2782.0,495.0,5.4103,335900.0,<1H OCEAN
18075,32.0,4350.0,645.0,7.8279,500001.0,<1H OCEAN
18076,29.0,3752.0,468.0,9.8937,500001.0,<1H OCEAN
18077,25.0,3437.0,428.0,9.3464,500001.0,<1H OCEAN
18078,28.0,3825.0,473.0,10.675,500001.0,<1H OCEAN
18079,16.0,1612.0,221.0,10.5793,500001.0,<1H OCEAN
18080,19.0,3625.0,432.0,12.2145,500001.0,<1H OCEAN
18081,25.0,4460.0,553.0,10.7958,500001.0,<1H OCEAN
18082,24.0,4973.0,709.0,7.8627,500001.0,<1H OCEAN
18083,29.0,1945.0,269.0,8.248,498800.0,<1H OCEAN
18084,30.0,3033.0,540.0,6.2182,380800.0,<1H OCEAN
18085,25.0,4601.0,696.0,8.0727,455500.0,<1H OCEAN
18086,25.0,4111.0,538.0,9.2298,500001.0,<1H OCEAN
18087,11.0,5488.0,706.0,10.7326,500001.0,<1H OCEAN
18088,13.0,2173.0,349.0,8.0158,420000.0,<1H OCEAN
18089,23.0,4507.0,751.0,7.0102,500001.0,<1H OCEAN
18090,24.0,4401.0,698.0,7.2986,500001.0,<1H OCEAN
18091,30.0,2268.0,404.0,7.0813,485300.0,<1H OCEAN
18092,17.0,2560.0,396.0,7.8528,368900.0,<1H OCEAN
18093,20.0,4475.0,1048.0,4.8836,396200.0,<1H OCEAN
18094,13.0,2057.0,466.0,5.0081,288300.0,<1H OCEAN
18095,21.0,2052.0,346.0,5.3167,416300.0,<1H OCEAN
18096,29.0,2690.0,401.0,7.7643,474700.0,<1H OCEAN
18097,17.0,3674.0,824.0,6.3131,436400.0,<1H OCEAN
18098,22.0,4011.0,963.0,4.5721,351200.0,<1H OCEAN
18099,27.0,2826.0,451.0,5.7528,431400.0,<1H OCEAN
18100,29.0,2476.0,434.0,6.2045,393800.0,<1H OCEAN
18101,24.0,3388.0,633.0,5.154,355100.0,<1H OCEAN
18102,26.0,1714.0,270.0,6.075,417000.0,<1H OCEAN
18103,25.0,2366.0,417.0,6.9238,345900.0,<1H OCEAN
18104,25.0,2131.0,410.0,5.3508,409100.0,<1H OCEAN
18105,25.0,3807.0,600.0,6.6818,411300.0,<1H OCEAN
18106,25.0,4044.0,551.0,8.0837,380600.0,<1H OCEAN
18107,23.0,6846.0,1078.0,6.3702,332000.0,<1H OCEAN
18108,28.0,3811.0,585.0,7.8383,372700.0,<1H OCEAN
18109,29.0,3429.0,524.0,7.218,400700.0,<1H OCEAN
18110,19.0,2885.0,859.0,3.375,275700.0,<1H OCEAN
18111,30.0,3007.0,554.0,5.8521,326300.0,<1H OCEAN
18112,22.0,3583.0,758.0,5.4842,335300.0,<1H OCEAN
18113,34.0,2629.0,433.0,6.0829999999999975,341400.0,<1H OCEAN
18114,35.0,2355.0,384.0,5.9714,332500.0,<1H OCEAN
18115,26.0,1983.0,301.0,6.7123,354600.0,<1H OCEAN
18116,32.0,2134.0,328.0,6.359,341900.0,<1H OCEAN
18117,27.0,4336.0,754.0,6.3923,348300.0,<1H OCEAN
18118,33.0,2563.0,434.0,6.3197,340100.0,<1H OCEAN
18119,15.0,5132.0,1059.0,5.6511,404800.0,<1H OCEAN
18120,34.0,3450.0,731.0,4.7402,244500.0,<1H OCEAN
18121,26.0,1391.0,241.0,6.6766,332700.0,<1H OCEAN
18122,32.0,3108.0,613.0,4.6613,284000.0,<1H OCEAN
18123,33.0,4211.0,918.0,4.7235,242200.0,<1H OCEAN
18124,25.0,3823.0,584.0,7.3693,373600.0,<1H OCEAN
18125,23.0,4221.0,671.0,7.4863,412300.0,<1H OCEAN
18126,16.0,1755.0,410.0,5.1602,231200.0,<1H OCEAN
18127,30.0,1036.0,151.0,6.4479999999999995,360600.0,<1H OCEAN
18128,30.0,4033.0,794.0,5.6932,338700.0,<1H OCEAN
18129,26.0,2785.0,418.0,8.1078,365700.0,<1H OCEAN
18130,22.0,3219.0,756.0,4.1473,354400.0,<1H OCEAN
18131,26.0,1992.0,328.0,6.2475,350000.0,<1H OCEAN
18132,28.0,2488.0,396.0,5.7881,344700.0,<1H OCEAN
18133,25.0,5404.0,906.0,6.0577,451800.0,<1H OCEAN
18134,25.0,3095.0,514.0,5.5388,352100.0,<1H OCEAN
18135,33.0,2517.0,496.0,5.0785,289500.0,<1H OCEAN
18136,20.0,4304.0,851.0,5.1674,333000.0,<1H OCEAN
18137,27.0,1716.0,290.0,5.9158,343100.0,<1H OCEAN
18138,31.0,3344.0,620.0,5.2108,351500.0,<1H OCEAN
18139,31.0,3080.0,526.0,6.3052,344200.0,<1H OCEAN
18140,34.0,2494.0,375.0,7.3753,388100.0,<1H OCEAN
18141,34.0,2515.0,401.0,7.7865,423900.0,<1H OCEAN
18142,31.0,1443.0,215.0,6.6087,416500.0,<1H OCEAN
18143,20.0,3435.0,593.0,6.7578,451400.0,<1H OCEAN
18144,28.0,3250.0,485.0,7.4729,431600.0,<1H OCEAN
18145,28.0,3081.0,460.0,7.5372,432600.0,<1H OCEAN
18146,16.0,1156.0,198.0,7.2779,292900.0,<1H OCEAN
18147,28.0,1582.0,264.0,5.678,370100.0,<1H OCEAN
18148,29.0,1994.0,287.0,7.7799,447300.0,<1H OCEAN
18149,17.0,1165.0,278.0,4.0129,342400.0,<1H OCEAN
18150,23.0,2590.0,725.0,3.16,225000.0,<1H OCEAN
18151,19.0,3694.0,1036.0,3.6991,271500.0,<1H OCEAN
18152,35.0,1365.0,256.0,5.6533,291400.0,<1H OCEAN
18153,34.0,2400.0,419.0,4.1369,316900.0,<1H OCEAN
18154,27.0,2621.0,513.0,3.9848,409700.0,<1H OCEAN
18155,31.0,1795.0,281.0,8.0599,381800.0,<1H OCEAN
18156,35.0,2693.0,493.0,6.0777,327500.0,<1H OCEAN
18157,32.0,2510.0,578.0,4.9087,322700.0,<1H OCEAN
18158,23.0,5135.0,911.0,5.2319,430100.0,<1H OCEAN
18159,28.0,2490.0,345.0,6.4913,411900.0,<1H OCEAN
18160,20.0,2016.0,313.0,6.8370000000000015,383000.0,<1H OCEAN
18161,29.0,1733.0,255.0,7.5337,406800.0,<1H OCEAN
18162,26.0,3298.0,460.0,6.8753,403000.0,<1H OCEAN
18163,27.0,3885.0,661.0,6.6085,344700.0,<1H OCEAN
18164,16.0,2697.0,803.0,4.4699,367400.0,<1H OCEAN
18165,17.0,2975.0,608.0,5.8779,362200.0,<1H OCEAN
18166,18.0,1221.0,255.0,5.3679,228400.0,<1H OCEAN
18167,19.0,3811.0,1227.0,3.5154,311400.0,<1H OCEAN
18168,29.0,3402.0,1193.0,3.5861,500001.0,<1H OCEAN
18169,21.0,2471.0,677.0,3.9038,243800.0,<1H OCEAN
18170,25.0,2074.0,387.0,4.7609,378000.0,<1H OCEAN
18171,16.0,1105.0,354.0,4.2061,253600.0,<1H OCEAN
18172,24.0,1709.0,437.0,4.9671,335200.0,<1H OCEAN
18173,25.0,2796.0,429.0,6.6329,349000.0,<1H OCEAN
18174,21.0,2483.0,396.0,7.1273,346300.0,<1H OCEAN
18175,16.0,3716.0,916.0,4.5,323600.0,<1H OCEAN
18176,19.0,2237.0,433.0,6.7718,368300.0,<1H OCEAN
18177,17.0,2070.0,435.0,8.6155,411200.0,<1H OCEAN
18178,25.0,3534.0,949.0,3.4238,337000.0,<1H OCEAN
18179,17.0,6012.0,1737.0,3.8464,239400.0,<1H OCEAN
18180,9.0,2966.0,770.0,3.0047,256000.0,<1H OCEAN
18181,41.0,2123.0,425.0,4.6957,284800.0,<1H OCEAN
18182,30.0,1269.0,290.0,3.8125,325000.0,<1H OCEAN
18183,42.0,1125.0,273.0,3.6765,252800.0,<1H OCEAN
18184,33.0,2757.0,489.0,5.0453,311600.0,<1H OCEAN
18185,38.0,2850.0,550.0,4.2028,273600.0,<1H OCEAN
18186,21.0,2667.0,798.0,3.8732,252400.0,<1H OCEAN
18187,43.0,1261.0,317.0,4.0911,224600.0,<1H OCEAN
18188,29.0,726.0,204.0,4.505,230400.0,<1H OCEAN
18189,8.0,5686.0,1489.0,4.2782,327700.0,<1H OCEAN
18190,11.0,2559.0,694.0,4.1847,167300.0,<1H OCEAN
18191,25.0,2213.0,360.0,7.2165,360900.0,<1H OCEAN
18192,16.0,1434.0,372.0,3.7045,178100.0,<1H OCEAN
18193,22.0,3280.0,933.0,4.4107,232700.0,<1H OCEAN
18194,32.0,1889.0,487.0,3.2574,254400.0,<1H OCEAN
18195,26.0,2500.0,962.0,3.5586,222200.0,<1H OCEAN
18196,36.0,1976.0,361.0,5.6447,252600.0,<1H OCEAN
18197,36.0,1236.0,229.0,5.791,239400.0,<1H OCEAN
18198,34.0,2600.0,650.0,4.0223,250200.0,<1H OCEAN
18199,35.0,2348.0,531.0,4.35,261000.0,<1H OCEAN
18200,16.0,3015.0,829.0,4.0068,249500.0,<1H OCEAN
18201,35.0,2297.0,497.0,4.7431,239700.0,<1H OCEAN
18202,5.0,8745.0,2211.0,4.7685,280100.0,<1H OCEAN
18203,23.0,3200.0,907.0,3.5649,450000.0,<1H OCEAN
18204,24.0,2424.0,501.0,4.072,364200.0,<1H OCEAN
18205,29.0,1875.0,340.0,5.4351,336500.0,<1H OCEAN
18206,20.0,4293.0,1272.0,4.2719,270800.0,NEAR BAY
18207,27.0,2687.0,768.0,3.4028,324200.0,<1H OCEAN
18208,25.0,347.0,82.0,4.4531,350000.0,<1H OCEAN
18209,29.0,12855.0,3226.0,4.3351,267400.0,NEAR BAY
18210,26.0,18.0,4.0,3.75,375000.0,NEAR BAY
18211,22.0,1236.0,290.0,3.6875,40000.0,NEAR BAY
18212,20.0,3401.0,768.0,4.2188,500001.0,NEAR BAY
18213,21.0,1798.0,399.0,5.6999,470000.0,NEAR BAY
18214,18.0,3058.0,661.0,6.1299,500001.0,<1H OCEAN
18215,20.0,2976.0,766.0,4.8625,262500.0,NEAR BAY
18216,19.0,1465.0,342.0,4.712,289300.0,NEAR BAY
18217,23.0,806.0,158.0,5.9291,284600.0,NEAR BAY
18218,16.0,3352.0,813.0,3.7359,262500.0,NEAR BAY
18219,26.0,1184.0,225.0,5.7657,322300.0,NEAR BAY
18220,15.0,2940.0,910.0,4.359,192200.0,NEAR BAY
18221,19.0,3565.0,858.0,4.1544,277000.0,NEAR BAY
18222,25.0,1750.0,341.0,5.806,308700.0,NEAR BAY
18223,20.0,1896.0,456.0,4.6875,288900.0,NEAR BAY
18224,36.0,1575.0,379.0,5.1408,264700.0,NEAR BAY
18225,33.0,6277.0,1274.0,5.4721,343300.0,NEAR BAY
18226,8.0,1480.0,414.0,2.8203,284100.0,NEAR BAY
18227,14.0,753.0,193.0,4.2463,266700.0,NEAR BAY
18228,18.0,1476.0,473.0,3.575,274000.0,NEAR BAY
18229,22.0,1489.0,436.0,3.5179,197200.0,NEAR BAY
18230,17.0,748.0,184.0,3.4375,290600.0,NEAR BAY
18231,23.0,4874.0,1251.0,3.8003,229800.0,NEAR BAY
18232,27.0,5110.0,1599.0,3.4198,351900.0,NEAR BAY
18233,26.0,3218.0,1021.0,3.2875,182700.0,NEAR BAY
18234,27.0,3410.0,1156.0,3.4868,165600.0,NEAR BAY
18235,23.0,1755.0,508.0,4.3077,293500.0,NEAR BAY
18236,19.0,1085.0,288.0,3.9091,276000.0,NEAR BAY
18237,16.0,1994.0,489.0,4.1875,266400.0,NEAR BAY
18238,15.0,255.0,63.0,4.6591,175000.0,NEAR BAY
18239,23.0,514.0,210.0,3.1736,181300.0,NEAR BAY
18240,52.0,766.0,203.0,2.5208,316700.0,NEAR BAY
18241,43.0,2065.0,535.0,3.7318,327700.0,NEAR BAY
18242,30.0,1722.0,490.0,3.725,261300.0,NEAR BAY
18243,24.0,3983.0,1126.0,3.6742,275000.0,NEAR BAY
18244,44.0,1498.0,430.0,2.8438,307100.0,NEAR BAY
18245,46.0,1115.0,248.0,3.2083,334300.0,NEAR BAY
18246,4.0,2292.0,435.0,4.8036,340000.0,NEAR BAY
18247,30.0,1695.0,480.0,3.5045,352500.0,NEAR BAY
18248,37.0,1169.0,239.0,5.0131,330300.0,NEAR BAY
18249,26.0,1272.0,306.0,4.5644,280200.0,NEAR BAY
18250,39.0,2210.0,483.0,4.5833,342400.0,NEAR BAY
18251,31.0,1117.0,304.0,3.5909,353100.0,NEAR BAY
18252,36.0,1860.0,367.0,5.0871,354500.0,NEAR BAY
18253,34.0,1508.0,483.0,2.7279,365600.0,NEAR BAY
18254,36.0,1035.0,196.0,5.5385,359000.0,NEAR BAY
18255,34.0,1959.0,342.0,6.2884,414700.0,NEAR BAY
18256,36.0,2587.0,416.0,6.1995,407200.0,NEAR BAY
18257,33.0,2771.0,659.0,3.4042,353600.0,NEAR BAY
18258,36.0,857.0,156.0,5.0086,366700.0,NEAR BAY
18259,29.0,1199.0,198.0,5.0796,373400.0,NEAR BAY
18260,36.0,782.0,130.0,6.827999999999999,383900.0,NEAR BAY
18261,29.0,1229.0,435.0,7.1108,465000.0,NEAR BAY
18262,27.0,1269.0,186.0,6.8374,500001.0,NEAR BAY
18263,34.0,2165.0,355.0,5.2971,442100.0,NEAR BAY
18264,25.0,830.0,228.0,3.3917,342900.0,NEAR BAY
18265,22.0,3770.0,727.0,4.8021,457500.0,NEAR BAY
18266,30.0,2937.0,407.0,7.9813,473500.0,NEAR BAY
18267,21.0,3244.0,426.0,7.5,500001.0,<1H OCEAN
18268,34.0,1747.0,250.0,6.8268,500001.0,<1H OCEAN
18269,28.0,4612.0,608.0,10.0346,500001.0,<1H OCEAN
18270,31.0,2717.0,376.0,9.281,500001.0,NEAR BAY
18271,37.0,1550.0,238.0,5.0222,500001.0,NEAR BAY
