,Название,Регион,Город,Район,Адрес,Индекс,Телефон,Мобильный телефон,Email,Email с сайта,Сайт,Рубрика,Подрубрика,Способы оплаты,vkontakte,twitter,facebook,skype,icq,odnoklassniki,youtube,instagram,latitude,longitude,coordinates,date_start_statistic,status,category,revenue,dist_to_closest_conquer,dist_to_closer_metro,metro_name,close_metro_coords,closer_metro_area,closer_metro_area_densyty,dist_to_closer_ostanovk,ostanovka_transp,ostanovka_coord,square,chisl,количество жителей в радиусе до конкурента методом домов,количество жителей в радиусе 2 км методом домов,население на 1 конкурента в радиусе 2 км методом по домам,количество конкурентов в радиусе 2 км,население на 1 конкурента в радиусе 2 км методом плотности,колич крупн торгово-офисн центр рядом,dist_to_conquer_aprise,dist_to_closer_metro_aprise,chisl_apprise,dist_to_close_ost_apr,среднее расстояние до метро по действ точкам,среднее расстояние до конкурента по действ точкам,среднея численность в радиусе до конкурента по действ точкам,rating,площадь объекта,coords,Класс:
1872,"Московский доктор, медицинский центр",Московская область,Москва,Чертаново Северное район,"Балаклавский проспект, 5",117639.0,7 (499) 600-03-03,,,info@mos-doctor.com,http://xn----ctbhofdbekubgb2addy.xn--p1ai,"Аварийные / справочные / экстренные службы, Красота / Здоровье, Медицинские услуги","Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Медицинское лечение зависимостей, Многопрофильные медицинские центры, Ортопедия и травматология, Очищение организма, Патронажные услуги, Психологическая помощь в избавлении от зависимостей, Скорая медицинская помощь, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гинеколога, Услуги дерматовенеролога, Услуги кардиолога, Услуги косметолога, Услуги маммолога, Услуги массажиста, Услуги","Расчёт по картам, Наличный расчёт",https://vk.com/mosdoc,,,,,,,https://instagram.com/mos_doctor,55.640103,37.609759,"[55.640103, 37.609759]",09.02.2020,old,expensive,301 080 тыс. руб. в год,161.87961952732923,237.6030377503153,Чертановская,"[55.640538, 37.606065]",Чертаново Северное,21205.0,142.40106010952724,Метро Чертановская,"[55.64101712, 37.60817731]",82283.73522550242,1744.8266054567787,4973.301492537314,191645.94626865673,4562.9987206823025,42.0,521.7862420127891,3.0,,,,,,,,,,,
1873,"Lora Clinic, стоматологическая клиника",Московская область,Москва,Лианозово район,"Новгородская, 37",127572.0,7 (499) 200-11-83,,,loraclinic@gmail.com,http://loraclinic.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.905456,37.577729,"[55.905456, 37.577729]",09.02.2020,old,midle,305 548 тыс. руб. в год,157.32625224795672,991.5186230120548,Алтуфьево,"[55.898376, 37.587344]",Бибирево,24814.0,161.73398025028808,"Абрамцевская ул., 24","[55.9057672554, 37.5752031682]",77719.86588965739,1928.5407521859584,5377.665671641791,203064.5104477612,9230.205020352782,22.0,1101.02144761162,1.0,,,,,,,,,,,
1874,"DOCTOR MARTIN, сеть стоматологических клиник",Московская область,Москва,Таганский район,"Солянский тупик, 1/4 ст3",109074.0,"8-800-222-30-14, 7 (495) 111-00-32, 7 (495) 111-00-33",,,dr.martin.volgina@mail.ru,http://www.dr-martin.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/dental.doctor.martin/?ref=settings,,,,https://youtube.com/channel/UCy9lUQd7R_jz7G3XFL7uxDw,https://instagram.com/dental_doctor_martin,55.753634,37.636128,"[55.753634, 37.636128]",09.02.2020,old,midle,135 924 тыс. руб. в год,55.112683997982245,162.81820519303577,Китай-город,"[55.75436, 37.633877]",Тверской,10660.0,52.14827795013709,Метро Китай-город,"[55.7537374761, 37.6353179895]",9537.460923628947,101.66933344588458,204.07164179104478,216327.2776119403,1451.8609235700692,149.0,8.57024716832423,9.0,,,,,,,,,,,
1875,"MedicalStar, многопрофильный медицинский центр",Московская область,Москва,Орехово-Борисово Южное район,"Елецкая, 16 к1",115583.0,7 (495) 397-35-81,7-901-547-74-04,,info@medikstardent.ru,http://med-star.su,"Красота / Здоровье, Медицинские услуги","SPA-процедуры, Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Многопрофильные медицинские центры, Ортопедия и травматология, Стоматологические центры, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гинеколога, Услуги дерматовенеролога, Услуги кардиолога, Услуги косметолога, Услуги маммолога, Услуги массажиста, Услуги невролога, Услуги онколога, Услуги офтальмолога, Услуги процедурного кабинета, Услуги психиатра, Услуги терапевта, Услуги трихолога, Услуги уролога / андролога, Услуги флеболог","Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.60674,37.732407,"[55.60674, 37.732407]",09.02.2020,old,expensive,194 903 тыс. руб. в год,219.79837549683555,1014.5798759598443,Домодедовская,"[55.610697, 37.717905]",Орехово-Борисово Южное,21284.0,81.72006421074526,Елецкая ул.,"[55.60671937, 37.73370312]",151697.56323509046,3228.7309358956654,4869.376119402985,371948.9104477612,9298.72276119403,40.0,1013.8215138712391,1.0,,,,,,,,,,,
1876,Клиника доктора Шипкова,Московская область,Москва,Мещанский район,"Протопоповский переулок, 17 ст3",129090.0,"7 (495) 120-01-38, 7 (495) 182-37-06, 7 (495) 120-01-39",,,info@shipkovclinic.ru,http://www.shipkovclinic.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/shipkovclinic,,,,,,,https://instagram.com/shipkovclinic,55.781975,37.637156,"[55.781975, 37.637156]",09.02.2020,old,midle,43 539 тыс. руб. в год,66.24876794057018,231.7947630353862,Проспект Мира,"[55.781757, 37.633482]",Мещанский,13213.0,196.96995978405278,Метро Просп. Мира (радиальная),"[55.7817737359, 37.6340371038]",13781.14365644065,182.0902511325503,1332.134328358209,145123.28059701493,1151.7720682302772,126.0,18.15121868432406,1.0,,,,,,,,,,,
1877,Частная Пратика Доктора Вариса Каримова,Московская область,Москва,,"Хлебный переулок, 2/3 ст1",121069.0,,7-915-116-61-11,,karimovstom@mail.ru,http://variskarimov.com,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк, Оплата через Интернет",,,,,,,,https://instagram.com/doctor_karimov,55.75453,37.598854,"[55.75453, 37.598854]",09.02.2020,old,midle,448 655 тыс. руб. в год,0.0,315.18603148410887,Арбатская,"[55.752131, 37.601519]",Арбат,16838.0,168.2040743143329,Никитский бульв.,"[55.7560407, 37.59887792]",0.0,0.0,1470.0716417910448,229864.02985074627,1596.277985074627,144.0,0.0,8.0,,,,,,,,,,,
1878,"Шагал-Дент, центр стоматологии",Московская область,Москва,,"Малая Никитская, 33",121069.0,7 (495) 774-04-66,,,shagaldent@gmail.com,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.759252,37.586036,"[55.759252, 37.586036]",09.02.2020,old,midle,432 774 тыс. руб. в год,0.0,345.75587798143954,Баррикадная,"[55.760818, 37.58128]",Филёвский Парк,9640.0,66.84575345547088,Кудринская пл.,"[55.75865394, 37.58612969]",0.0,0.0,179.50746268656718,279145.4417910448,1651.7481762783714,169.0,0.0,5.0,,,,,,,,,,,
1879,"Креде Эксперто, группа клиник",Московская область,Москва,Таганский район,"Александра Солженицына, 40 ст1",109004.0,7 (495) 232-48-40,,,"clinic@c-experto.ru,  personal@c-experto.ru",http://www.c-experto.ru,Медицинские услуги,"Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Многопрофильные медицинские центры, Стоматологические центры, Услуги гастроэнтеролога, Услуги гериатра, Услуги гинеколога, Услуги кардиолога, Услуги офтальмолога, Услуги процедурного кабинета, Услуги психиатра, Услуги терапевта, Услуги хирурга, Услуги эндокринолога, Центры диетологии / нутрициологии","Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/cexperto,https://twitter.com/@crexperto,https://facebook.com/cexperto.ru,kredeexperto,,https://ok.ru/group/54744921866259,https://youtube.com/channel/UCX4pRbWGqSaTemguhIaPSiw,https://instagram.com/kredeexperto,55.745603,37.66707,"[55.745603, 37.66707]",09.02.2020,old,midle,229 277 тыс. руб. в год,226.4271775148254,824.209871292948,Марксистская,"[55.740993, 37.656802]",Таганский,15099.0,80.40143004750557,Добровольческая ул.,"[55.74548132, 37.66833193]",160985.497492417,2430.720026638004,249.42089552238807,205632.4119402985,1836.0036780383798,112.0,272.5878887015476,5.0,,,,,,,,,,,
1880,"CLINIC IN, стоматологический центр",Московская область,Москва,Хамовники район,"Сеченовский переулок, 2",119021.0,7 (495) 222-24-20,,,info@clinicin.ru,http://clinicin.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.740687,37.596957,"[55.740687, 37.596957]",09.02.2020,old,midle,251 654 тыс. руб. в год,159.0074840867681,526.899720271604,Парк культуры,"[55.736077, 37.595061]",Хамовники,10790.0,109.2818554156656,Зачатьевский монастырь,"[55.74123617, 37.59839908]",79389.81318619597,856.6160842790546,1288.6746268656716,118867.95223880597,990.5662686567165,120.0,89.65915015454105,4.0,,,,,,,,,,,
1881,"Арт Смайл, стоматологическая клиника",Московская область,Москва,Марьино район,"Батайский проезд, 53",109144.0,7 (495) 908-69-68,7-926-774-12-09,,artsmile53@mail.ru,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/artsmile53,,https://facebook.com/artsmile53,,,,,https://instagram.com/artsmile53,55.643329,37.740575,"[55.643329, 37.740575]",09.02.2020,old,midle,88 429 тыс. руб. в год,510.76040843789406,708.3936172046688,Марьино,"[55.649368, 37.744118]",Марьино,21319.0,52.05519548765566,"Батайский пр., 51","[55.64286151, 37.7405614]",819151.2517588033,17463.485536245928,2019.9313432835822,410480.6597014926,9121.792437810946,45.0,4874.25285189442,0.0,,,,,,,,,,,
1882,"Dental Brothers, стоматологическая компания",Московская область,Москва,Аэропорт район,"Лизы Чайкиной, 6",125315.0,,"7-977-808-03-00, 7-977-808-06-00",,"hello@dentalbrothers.ru,  info@dentalbrothers.ru",http://dentalbrothers.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/dentalbrothersmoscow,,,,,https://instagram.com/dentalbrothers_msk,55.804881,37.526529,"[55.804881, 37.526529]",09.02.2020,old,midle,58 761 тыс. руб. в год,191.4881216013023,650.1635853649503,Аэропорт,"[55.800261, 37.53287]",Аэропорт,17313.0,116.52154778416312,Ленинградский рынок - К/т Баку,"[55.80531741, 37.52821794]",115136.58024320073,1993.3596137505342,2726.623880597015,207325.45074626867,3048.903687445127,68.0,368.18524630451043,4.0,,,,,,,,,,,
1883,"Олдент, стоматологическая клиника",Московская область,Москва,Преображенское район,"Богородский Вал, 6 к1",107076.0,"7 (495) 964-99-67, 7 (495) 963-36-58",7-916-029-15-40,oldent@yandex.ru,dent@dent100.ru,http://dent100.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/oldent,,,,,,,https://instagram.com/oldent.msk,55.802583,37.705111,"[55.802583, 37.705111]",09.02.2020,old,midle,181 487 тыс. руб. в год,251.26286104780294,946.9131314356599,Преображенская площадь,"[55.796167, 37.715022]",Преображенское,16046.0,43.35332400454774,Мосгорсуд,"[55.80263124, 37.704425]",198237.69957365244,3180.9221273588273,1553.2119402985074,236437.78208955226,6390.2103267446555,37.0,1079.7941059358614,1.0,,,,,,,,,,,
1884,"Roangoli, стоматологический центр",Московская область,Москва,Сокол район,"Врубеля, 8",125080.0,,7-925-217-17-17,,,,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.805578,37.499531,"[55.805578, 37.499531]",09.02.2020,old,midle,208 737 тыс. руб. в год,353.67896294100444,958.5032738370553,Сокол,"[55.805042, 37.514787]",Аэропорт,17313.0,257.57709019632375,Пищевой ин-т,"[55.80789141, 37.49955887]",392778.8597168566,6800.180398277939,1592.892537313433,255042.31343283583,3696.2654120700845,69.0,1237.829939164796,3.0,,,,,,,,,,,
1885,"Atlantis Dental Clinic, стоматология",Московская область,Москва,Головинский район,"Кронштадтский бульвар, 6 к1",125212.0,8-800-707-93-43,7-969-036-33-33,,"atlantisdental@gmail.com,  info@vashsite.ru","http://atlantis-dental.ru, http://atlantisdent.ru",Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.841053,37.494049,"[55.841053, 37.494049]",09.02.2020,old,midle,133 215 тыс. руб. в год,363.75722509392284,475.058803567455,Водный стадион,"[55.840209, 37.486616]",Головинский,11551.0,217.43563896759724,МФЦ Головинский,"[55.84060564, 37.49067059]",415482.6610572169,4799.240217871912,767.1582089552239,159253.35223880596,6370.134089552239,25.0,2411.138285458849,2.0,,,,,,,,,,,
1886,"Дентал Клиник плюс, центр семейной стоматологии",Московская область,Москва,Братеево район,"Братеевская, 21 к1",115612.0,"7 (495) 374-97-30, 7 (495) 342-99-01, 7 (495) 655-99-67",,info@dkplus.ru,info@dkplus.ru,http://dkplus.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/dkplus,,https://facebook.com/100008304198839,,,,,https://instagram.com/dentalklinikplus,55.633215,37.752015,"[55.633215, 37.752015]",09.02.2020,old,midle,464 199 тыс. руб. в год,235.09662208664827,517.1066542476149,Борисово,"[55.633587, 37.743831]",Братеево,14393.0,52.66734396311771,"Братеевская ул., 21","[55.63278348, 37.75167237]",173549.12418997427,2497.8925444662996,5164.1462686567165,391579.46865671646,10304.722859387273,38.0,825.6192199604401,0.0,,,,,,,,,,,
1887,"Дентал Клиник плюс, центр семейной стоматологии",Московская область,Москва,Сосенское поселение,"Александры Монаховой, 95 к1",108814.0,7 (499) 707-21-91,,info@dkplus.ru,info@dkplus.ru,http://dkplus.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт, Оплата через банк",https://vk.com/dkplus,,https://facebook.com/100008304198839,,,,,https://instagram.com/dentalklinikplus,55.542382,37.49018,"[55.542382, 37.49018]",09.02.2020,old,midle,456 686 тыс. руб. в год,52.238286934171796,1697.7560809354327,Бунинская аллея,"[55.537964, 37.515919]",Южное Бутово,8143.0,67.34832975513272,Мкр. Бутовские Аллеи,"[55.54221924, 37.48915249]",8568.553272504952,69.77372929800784,0.0,52690.16417910448,3099.4214223002637,17.0,51.5504729401752,0.0,,,,,,,,,,,
1888,"Foxdent, стоматологический центр",Московская область,Москва,Академический район,"Профсоюзная, 9",117218.0,7 (499) 125-01-25,7-916-706-02-59,,foxdent@mail.ru,http://foxdent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.682334,37.568827,"[55.682334, 37.568827]",09.02.2020,old,midle,268 706 тыс. руб. в год,117.60806419235021,650.5543553782643,Профсоюзная,"[55.677671, 37.562595]",Черёмушки,19845.0,46.34047466670887,Ул. Кржижановского,"[55.6826964, 37.56846467]",43431.402236045986,861.8961773743325,9485.55223880597,409441.40597014927,5317.420856755185,77.0,140.5898180236574,2.0,,,,,,,,,,,
1889,"Медасс, стоматологическая клиника",Московская область,Москва,Митино район,"Пятницкое шоссе, 47",125310.0,"7 (495) 751-60-05, 7 (495) 751-68-88",7-925-805-25-07,,info@babydent.ru,http://www.medas.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.859094,37.347,"[55.859094, 37.347]",09.02.2020,old,midle,83 405 тыс. руб. в год,438.4456807424097,584.0204564443312,Пятницкое шоссе,"[55.855644, 37.354025]",Митино,15223.0,117.84932689880137,4-й мкр. Митина,"[55.85957929, 37.34532746]",603616.6909796597,9188.85688678336,2588.686567164179,123956.51641791045,9535.116647531573,13.0,8877.849422923,0.0,,,,,,,,,,,
1890,"Sana Dent, стоматология",Московская область,Москва,Замоскворечье район,"Валовая, 32/75 ст1",115054.0,7 (499) 450-28-57,7-985-789-87-39,,sana_dent@bk.ru,http://sanadentmoscow.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/sanadentmoscow,,,,,https://instagram.com/sanadent.moscow,55.730199,37.626027,"[55.730199, 37.626027]",09.02.2020,old,midle,272 240 тыс. руб. в год,142.3899836747548,246.71763353002032,Добрынинская,"[55.729012, 37.622711]",Замосковречье,13573.0,86.20331040362426,Серпуховская пл.,"[55.73096922, 37.62616692]",63663.20939581639,864.1007411294158,1158.2955223880597,136899.94925373135,1396.9382576911364,98.0,110.74597253658635,7.0,,,,,,,,,,,
1891,"Доктор рядом, консультативно-диагностический центр",Московская область,Москва,Замоскворечье район,"Кожевническая, 10 ст1",115114.0,"7 (495) 787-03-03, 7 (495) 661-48-82",,,sbeshev@clinicdr.ru,http://clinicdr.ru,"Красота / Здоровье, Медицинские услуги","Диагностические центры, Лечение ЛОР-заболеваний, Медицинские комиссии, Многопрофильные медицинские центры, Ортопедия и травматология, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги гастроэнтеролога, Услуги гинеколога, Услуги гирудотерапевта, Услуги дерматовенеролога, Услуги кардиолога, Услуги маммолога, Услуги массажиста, Услуги невролога, Услуги онколога, Услуги офтальмолога, Услуги процедурного кабинета, Услуги рефлексотерапевта, Услуги сомнолога, Услуги терапевта, Услуги уролога / андролога, Услуги хирурга, Услуги эндокринол","Расчёт по картам, Наличный расчёт",,,https://facebook.com/clinicdoc,,,,,https://instagram.com/clinicdoc,55.729266,37.64558,"[55.729266, 37.64558]",09.02.2020,old,midle,178 030 тыс. руб. в год,102.86539249974842,419.8833771699706,Павелецкая,"[55.729787, 37.638961]",Замосковречье,13573.0,27.66942042686121,Кожевническая ул.,"[55.72949018, 37.64538992]",33225.24737875973,450.96628267190573,445.934328358209,200991.67164179106,1827.1970149253732,110.0,51.49215009417397,11.0,,,,,,,,,,,
1892,"ДентоНика, стоматологическая клиника",Московская область,Москва,Митино район,"Митинская, 28 к3",125430.0,7 (499) 550-35-30,,,dentonika-mos@mail.ru,http://dentonika-mos.ru,Медицинские услуги,"Стоматологические центры, Челюстно-лицевая хирургия","Расчёт по картам, Наличный расчёт",,,,,,,,,55.846105,37.371987,"[55.846105, 37.371987]",09.02.2020,old,expensive,242 583 тыс. руб. в год,221.60513245816415,674.4505212468096,Митино,"[55.846098, 37.36122]",Митино,15223.0,146.1361555934498,РТС,"[55.84686538, 37.37388859]",154201.7410578535,2347.4131041237038,1659.0268656716419,206628.20597014925,6665.425999037073,31.0,951.0809221868942,0.0,,,,,,,,,,,
1893,Биостоматология,Московская область,Москва,Митино район,"Митинская, 28",125430.0,,"7-916-819-19-13, 7-915-218-33-15",,biostomat@mail.ru,http://biostomat.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.845234,37.368401,"[55.845234, 37.368401]",09.02.2020,old,midle,302 581 тыс. руб. в год,26.09858022388067,459.997363569643,Митино,"[55.846098, 37.36122]",Митино,15223.0,199.1705887779213,"Митинская ул., 32","[55.84496101, 37.36525874]",2138.7666936653327,32.55844537766736,3777.2149253731345,212364.88656716418,6435.299592944369,33.0,12.391941634651578,0.0,,,,,,,,,,,
1894,"Дэнтал-Элегант, стоматология",Московская область,Москва,Хорошёво-Мнёвники район,"Маршала Тухачевского, 14 к1",123423.0,7 (499) 340-10-69,7-964-648-31-25,,"8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,  info@eldental.ru",http://eldental.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.782279,37.485985,"[55.782279, 37.485985]",09.02.2020,old,midle,123 672 тыс. руб. в год,296.9799437563178,1339.773214572192,Октябрьское поле,"[55.793581, 37.493317]",Щукино,14340.0,303.07082721622135,Ул. Марш. Тухачевского,"[55.78354181, 37.48170582]",276938.8531596079,3971.3031543087773,0.0,102927.68955223881,2781.8294473578057,37.0,1348.0964221113038,0.0,,,,,,,,,,,
1895,"АрБаДЕНТ, сеть стоматологических клиник",Московская область,Москва,Южное Медведково район,"Полярная, 12",127221.0,"7 (495) 201-62-61, 7 (495) 255-58-39",,,dentarba@yandex.ru,http://www.arbadent.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,https://facebook.com/416030018525941,,,,,,55.875572,37.639422,"[55.875572, 37.639422]",09.02.2020,old,midle,329 292 тыс. руб. в год,247.66427504533291,1701.2226526771458,Бабушкинская,"[55.869794, 37.664581]",Бабушкинский,17415.0,155.20895195752178,К/т Полярный,"[55.87469588, 37.6374933]",192600.04243991317,3354.1297390910877,4778.677611940298,329399.9731343284,9149.999253731345,36.0,1170.218597860668,0.0,,,,,,,,,,,
1896,"Консультативно-диагностический центр, Научный клинический центр РЖД, ОАО",Московская область,Москва,Аэропорт район,"Часовая, 20",125315.0,"7 (495) 925-02-02, 8-800-234-34-34, 7 (495) 925-25-25",,,"n.kudryashova@ckb.rzd.ru,  press.ckb@gmail.com,  clinic@ckb-rzd.ru",http://ckb-rzd.ru,Медицинские услуги,"Лечение ЛОР-заболеваний, Многопрофильные медицинские центры, Ортопедия и травматология, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги гастроэнтеролога, Услуги гинеколога, Услуги дерматовенеролога, Услуги кардиолога, Услуги маммолога, Услуги невролога, Услуги нефролога, Услуги офтальмолога, Услуги профпатолога, Услуги психиатра, Услуги пульмонолога, Услуги ревматолога, Услуги терапевта, Услуги флеболога, Услуги хирурга, Услуги эндокринолога","Расчёт по картам, Наличный расчёт, Оплата через банк",,,,,,,,,55.810584,37.529891,"[55.810584, 37.529891]",09.02.2020,old,midle,16 738 тыс. руб. в год,361.0553934013913,1130.328015098603,Сокол,"[55.805042, 37.514787]",Аэропорт,17313.0,203.29560215013584,Ленинградский рынок - К/т Баку,"[55.80877473, 37.52945405]",409333.530907293,7086.791420597964,2127.6358208955226,227426.50746268657,3609.944562899787,63.0,1412.8587340112767,4.0,,,,,,,,,,,
1897,"К-ДЕНТ, стоматологическая клиника",Московская область,Москва,Южное Тушино район,"Фабрициуса, 31а",125363.0,,"7-916-391-93-57, 7-916-688-40-02",,contact@k-dental.ru,http://k-dental.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.842795,37.430116,"[55.842795, 37.430116]",09.02.2020,old,midle,309 145 тыс. руб. в год,602.2894320776775,1051.1071972413965,Сходненская,"[55.85051, 37.439787]",Южное Тушино,13725.0,190.41639311882565,"Ул. Фабрициуса, 48","[55.84401873, 37.42799258]",1139043.038376297,15633.365701714678,3620.382089552239,174269.62388059704,5621.600770341839,31.0,6334.034619791495,0.0,,,,,,,,,,,
1898,"АРДент, стоматологическая клиника",Московская область,Москва,Северное Измайлово район,"Щёлковское шоссе, 26 к2",105425.0,7 (495) 665-94-01,,,,http://ardent.moscow,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.808852,37.779271,"[55.808852, 37.779271]",09.02.2020,old,midle,410 029 тыс. руб. в год,247.19217782367377,1218.8220716418807,Щёлковская,"[55.810228, 37.798556]",Северное Измайлово,20849.0,77.11030236494173,Монтажная ул.,"[55.80899847907812, 37.77806899633138]",191866.47452044178,4000.224127276691,4362.976119402985,268446.7970149254,7064.389395129615,38.0,1322.1793431209273,0.0,,,,,,,,,,,
1899,"Альтаир-дент, стоматологическая клиника",Московская область,Москва,Южное Тушино район,"Василия Петушкова, 3",125476.0,7 (495) 320-04-06,,,,http://altairdent.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,https://vk.com/altairdentru,,https://facebook.com/altairdent,,,,,https://instagram.com/altairdentru,55.833637,37.402391,"[55.833637, 37.402391]",09.02.2020,old,midle,172 695 тыс. руб. в год,843.428098150654,1292.448098022517,Волоколамская,"[55.835508, 37.382034]",Митино,15223.0,53.56609531942314,Ст. МЦД Трикотажная,"[55.8332144072, 37.4019823978]",2233704.804195092,34003.688234261885,0.0,110612.49850746269,8508.653731343284,13.0,32852.794170948415,2.0,,,,,,,,,,,
1900,"Astra Dent, сеть стоматологических клиник",Московская область,Москва,,"Красная Пресня, 21",123022.0,,,,info@implant32.ru,http://implant32.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.761542,37.569942,"[55.761542, 37.569942]",09.02.2020,old,midle,116 846 тыс. руб. в год,122.83167526283688,479.7883071701394,Краснопресненская,"[55.760211, 37.577211]",Пресненский,10894.0,8.999347935686245,М. Грузинская ул.,"[55.76161739, 37.5698903]",47375.12820632755,516.1046466797324,2446.9701492537315,163417.92537313435,1247.4650791842316,131.0,49.48301039921708,2.0,,,,,,,,,,,
1901,"Dental Clinic на Варшавке, стоматологическая клиника",Московская область,Москва,Чертаново Северное район,"Варшавское шоссе, 118 к1",117587.0,7 (495) 114-02-40,7-925-616-79-97,,warshawka.dental@gmail.com,http://dental-na-warshawke.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",,,,,,,,,55.631216,37.617405,"[55.631216, 37.617405]",09.02.2020,old,midle,64 021 тыс. руб. в год,341.6558527903064,1110.289437459934,Южная,"[55.622436, 37.609047]",Чертаново Северное,21205.0,120.66556314595697,Центр боевых искусств,"[55.63172001, 37.61910102]",366528.18628203665,7772.2301901105875,0.0,150640.77313432837,6025.630925373135,25.0,3904.768447511559,4.0,,,,,,,,,,,
1902,Стоматология доступных цен,Московская область,Москва,Братеево район,"Ключевая, 24 к1",115612.0,"7 (495) 152-73-45, 7 (495) 181-61-29, 7 (499) 218-01-95",7-925-686-14-01,,donate@opencart.com,http://dostupstom.ru,Медицинские услуги,Стоматологические центры,"Расчёт по картам, Наличный расчёт",https://vk.com/public155189735,,,,,,,https://instagram.com/dostupstom.ru,55.630887,37.764017,"[55.630887, 37.764017]",09.02.2020,old,midle,224 614 тыс. руб. в год,295.7101866306058,308.109944862743,Алма-Атинская,"[55.63349, 37.765678]",Братеево,14393.0,83.41189602273604,"Ключевая ул., 24","[55.63162481, 37.76378699]",274575.77545811824,3951.969136168696,3410.6417910447763,322552.2358208955,12902.08943283582,25.0,1985.4692940111524,0.0,,,,,,,,,,,
1903,"Кавитрон, стоматологическая клиника",Московская область,Москва,Ломоносовский район,"Вавилова, 81 к1",117335.0,7 (495) 369-29-44,,,"anohina@kavitron-clinic.ru,  vavilova@kavitron-clinic.ru",http://kavitron-clinic.ru,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.67982,37.546609,"[55.67982, 37.546609]",09.02.2020,old,midle,9 861 тыс. руб. в год,21.855664888611326,1033.738462613185,Профсоюзная,"[55.677671, 37.562595]",Черёмушки,19845.0,78.13307048250587,Ул. Панферова,"[55.68051188, 37.54681686]",1499.884075451093,29.76519947732694,3361.513432835821,398319.5014925373,4578.385074626866,87.0,4.297136844083062,0.0,,,,,,,,,,,
1904,"Стоматологический кабинет, ИП Жученко О.Е.",Московская область,Москва,Москворечье-Сабурово район,"Каширское шоссе, 28 к1",115522.0,,7-910-419-17-80,,,,Медицинские услуги,Стоматологические центры,Наличный расчёт,,,,,,,,,55.653367,37.649367,"[55.653367, 37.649367]",09.02.2020,old,midle,242 583 тыс. руб. в год,243.16143758236424,230.0140260330733,Каширская,"[55.655432, 37.649256]",Москворечье-Сабурово,8657.0,105.54749597628931,Метро Каширская,"[55.6540411, 37.65054593]",185660.30204316316,1607.2612347876634,2023.710447761194,96129.08059701492,4369.503663500679,22.0,917.6000504060478,0.0,,,,,,,,,,,
